product_slug,sku,is_default,status,mrp_paise,sale_paise,mrp_usd_cents,sale_usd_cents,video_url,variant_images,attrs,shipping_rows
etched-handmade-singing-bowls,MI-SB-GF-10,false,ACTIVE,2405000,1850000,30800,27500,"",1,size=10 in;type=Golden Feet,4
etched-handmade-singing-bowls,MI-SB-GF-11,false,ACTIVE,2795000,2150000,35280,31590,"",1,size=11 in;type=Golden Feet,4
etched-handmade-singing-bowls,MI-SB-GF-12,false,ACTIVE,3185000,2450000,38640,34500,"",1,size=12 in;type=Golden Feet,4
etched-handmade-singing-bowls,MI-SB-GF-6,false,ACTIVE,1365000,1050000,16690,14900,"",1,size=6 in;type=Golden Feet,4
etched-handmade-singing-bowls,MI-SB-GF-7,false,ACTIVE,1625000,1250000,21170,18900,"",1,size=7 in;type=Golden Feet,4
etched-handmade-singing-bowls,MI-SB-GF-8,false,ACTIVE,1885000,1450000,25200,22500,"",1,size=8 in;type=Golden Feet,4
etched-handmade-singing-bowls,MI-SB-GF-9,false,ACTIVE,2145000,1650000,28000,25000,"",1,size=9 in;type=Golden Feet,4
etched-handmade-singing-bowls,MI-SB-H-ET-B-10,false,ACTIVE,2405000,1850000,30800,27500,"",1,size=10 in;type=Buddha,4
etched-handmade-singing-bowls,MI-SB-H-ET-B-11,false,ACTIVE,2795000,2150000,35280,31500,"",1,size=11 in;type=Buddha,4
etched-handmade-singing-bowls,MI-SB-H-ET-B-12,false,ACTIVE,3185000,2450000,38640,34500,"",1,size=12 in;type=Buddha,4
etched-handmade-singing-bowls,MI-SB-H-ET-B-6,true,ACTIVE,1365000,1050000,16690,14900,"",1,size=6 in;type=Buddha,4
etched-handmade-singing-bowls,MI-SB-H-ET-B-7,false,ACTIVE,1625000,1250000,21170,18900,"",1,size=7 in;type=Buddha,4
etched-handmade-singing-bowls,MI-SB-H-ET-B-8,false,ACTIVE,1885000,1450000,25200,22500,"",1,size=8 in;type=Buddha,4
etched-handmade-singing-bowls,MI-SB-H-ET-B-9,false,ACTIVE,2145000,1650000,28000,25000,"",1,size=9 in;type=Buddha,4
etched-handmade-singing-bowls,MI-SB-H-ET-BE-10,false,ACTIVE,2145000,1650000,28000,25000,"",1,size=10 in;type=Buddhas Eyes,4
etched-handmade-singing-bowls,MI-SB-H-ET-BE-11,false,ACTIVE,2535000,1950000,33040,29500,"",1,size=11 in;type=Buddhas Eyes,4
etched-handmade-singing-bowls,MI-SB-H-ET-BE-12,false,ACTIVE,2925000,2250000,36400,32500,"",1,size=12 in;type=Buddhas Eyes,4
etched-handmade-singing-bowls,MI-SB-H-ET-BE-6,false,ACTIVE,1105000,850000,15120,13500,"",1,size=6 in;type=Buddhas Eyes,4
etched-handmade-singing-bowls,MI-SB-H-ET-BE-7,false,ACTIVE,1365000,1050000,17810,15900,"",1,size=7 in;type=Buddhas Eyes,4
etched-handmade-singing-bowls,MI-SB-H-ET-BE-8,false,ACTIVE,1625000,1250000,21840,19500,"",1,size=8 in;type=Buddhas Eyes,4
etched-handmade-singing-bowls,MI-SB-H-ET-BE-9,false,ACTIVE,1885000,1450000,25200,22500,"",1,size=9 in;type=Buddhas Eyes,4
etched-handmade-singing-bowls,MI-SB-H-ET-C-10,false,ACTIVE,2405000,1850000,30800,27500,"",1,size=10 in;type=Chakras,4
etched-handmade-singing-bowls,MI-SB-H-ET-C-11,false,ACTIVE,2795000,2150000,35280,31500,"",1,size=11 in;type=Chakras,4
etched-handmade-singing-bowls,MI-SB-H-ET-C-12,false,ACTIVE,3185000,2450000,38640,34500,"",1,size=12 in;type=Chakras,4
etched-handmade-singing-bowls,MI-SB-H-ET-C-6,false,ACTIVE,1365000,1050000,16690,14900,"",1,size=6 in;type=Chakras,4
etched-handmade-singing-bowls,MI-SB-H-ET-C-7,false,ACTIVE,1625000,1250000,21170,18900,"",1,size=7 in;type=Chakras,4
etched-handmade-singing-bowls,MI-SB-H-ET-C-8,false,ACTIVE,1885000,1450000,25200,22500,"",1,size=8 in;type=Chakras,4
etched-handmade-singing-bowls,MI-SB-H-ET-C-9,false,ACTIVE,2145000,1650000,28000,25000,"",1,size=9 in;type=Chakras,4
etched-handmade-singing-bowls,MI-SB-H-ET-DJ-10,false,ACTIVE,2145000,1650000,28000,25000,"",1,size=10 in;type=Dorje,4
etched-handmade-singing-bowls,MI-SB-H-ET-DJ-11,false,ACTIVE,2535000,1950000,33040,29500,"",1,size=11 in;type=Dorje,4
etched-handmade-singing-bowls,MI-SB-H-ET-DJ-12,false,ACTIVE,2925000,2250000,36400,32500,"",1,size=12 in;type=Dorje,4
etched-handmade-singing-bowls,MI-SB-H-ET-DJ-7,false,ACTIVE,1365000,1050000,17810,15900,"",1,size=7 in;type=Dorje,4
etched-handmade-singing-bowls,MI-SB-H-ET-DJ-8,false,ACTIVE,1625000,1250000,21840,19500,"",1,size=8 in;type=Dorje,4
etched-handmade-singing-bowls,MI-SB-H-ET-DJ-9,false,ACTIVE,1885000,1450000,25200,22500,"",1,size=9 in;type=Dorje,4
etched-handmade-singing-bowls,MI-SB-H-ET-FL-10,false,ACTIVE,2145000,1650000,28000,25000,"",1,size=10 in;type=Flower of Life,4
etched-handmade-singing-bowls,MI-SB-H-ET-FL-11,false,ACTIVE,2535000,1950000,33040,29500,"",1,size=11 in;type=Flower of Life,4
etched-handmade-singing-bowls,MI-SB-H-ET-FL-12,false,ACTIVE,2925000,2250000,36400,32500,"",1,size=12 in;type=Flower of Life,4
etched-handmade-singing-bowls,MI-SB-H-ET-FL-6,false,ACTIVE,1105000,850000,15120,13500,"",1,size=6 in;type=Flower of Life,4
etched-handmade-singing-bowls,MI-SB-H-ET-FL-7,false,ACTIVE,1365000,1050000,17810,15900,"",1,size=7 in;type=Flower of Life,4
etched-handmade-singing-bowls,MI-SB-H-ET-FL-8,false,ACTIVE,1625000,1250000,21840,19500,"",1,size=8 in;type=Flower of Life,4
etched-handmade-singing-bowls,MI-SB-H-ET-FL-9,false,ACTIVE,1885000,1450000,25200,22500,"",1,size=9 in;type=Flower of Life,4
etched-handmade-singing-bowls,MI-SB-H-ET-M-10,false,ACTIVE,2405000,1850000,30800,27500,"",0,size=10 in;type=Mantra,4
etched-handmade-singing-bowls,MI-SB-H-ET-M-11,false,ACTIVE,2795000,2150000,35280,31500,"",0,size=11 in;type=Mantra,4
etched-handmade-singing-bowls,MI-SB-H-ET-M-12,false,ACTIVE,3185000,2450000,38640,34500,"",0,size=12 in;type=Mantra,4
etched-handmade-singing-bowls,MI-SB-H-ET-M-6,false,ACTIVE,1365000,1050000,16690,14900,"",0,size=6 in;type=Mantra,4
etched-handmade-singing-bowls,MI-SB-H-ET-M-7,false,ACTIVE,1625000,1250000,21170,18900,"",0,size=7 in;type=Mantra,4
etched-handmade-singing-bowls,MI-SB-H-ET-M-8,false,ACTIVE,1885000,1450000,25200,22500,"",0,size=8 in;type=Mantra,4
etched-handmade-singing-bowls,MI-SB-H-ET-M-9,false,ACTIVE,2145000,1650000,28000,25000,"",0,size=9 in;type=Mantra,4
etched-handmade-singing-bowls,MI-SB-H-ET-O-C-10,false,ACTIVE,2145000,1650000,28000,25000,"",1,size=10 in;type=Om,4
etched-handmade-singing-bowls,MI-SB-H-ET-O-C-11,false,ACTIVE,2535000,1950000,33040,29500,"",1,size=11 in;type=Om,4
etched-handmade-singing-bowls,MI-SB-H-ET-O-C-12,false,ACTIVE,2925000,2250000,36400,32500,"",1,size=12 in;type=Om,4
etched-handmade-singing-bowls,MI-SB-H-ET-O-C-6,false,ACTIVE,1105000,850000,15120,13500,"",1,size=6 in;type=Om,4
etched-handmade-singing-bowls,MI-SB-H-ET-O-C-7,false,ACTIVE,1365000,1050000,17810,15900,"",1,size=7 in;type=Om,4
etched-handmade-singing-bowls,MI-SB-H-ET-O-C-8,false,ACTIVE,1625000,1250000,21840,19500,"",1,size=8 in;type=Om,4
etched-handmade-singing-bowls,MI-SB-H-ET-O-C-9,false,ACTIVE,1885000,1450000,25200,22500,"",1,size=9 in;type=Om,4
etched-handmade-singing-bowls,MI-SB-H-ET-T-10,false,ACTIVE,2405000,1850000,30800,27500,"",1,size=10 in;type=Tara,4
etched-handmade-singing-bowls,MI-SB-H-ET-T-11,false,ACTIVE,2795000,2150000,35280,31500,"",1,size=11 in;type=Tara,4
etched-handmade-singing-bowls,MI-SB-H-ET-T-12,false,ACTIVE,3185000,2450000,38640,34500,"",1,size=12 in;type=Tara,4
etched-handmade-singing-bowls,MI-SB-H-ET-T-6,false,ACTIVE,1365000,1050000,16690,14900,"",1,size=6 in;type=Tara,4
etched-handmade-singing-bowls,MI-SB-H-ET-T-7,false,ACTIVE,1625000,1250000,21170,18900,"",1,size=7 in;type=Tara,4
etched-handmade-singing-bowls,MI-SB-H-ET-T-8,false,ACTIVE,1885000,1450000,25200,22500,"",1,size=8 in;type=Tara,4
etched-handmade-singing-bowls,MI-SB-H-ET-T-9,false,ACTIVE,2145000,1650000,28000,25000,"",1,size=9 in;type=Tara,4
etched-handmade-singing-bowls,REMOVED-dorje-dup-MI-SB-H-ET-DJ-6,false,INACTIVE,1105000,850000,15120,13500,"",0,size=6 in;type=Dorje,4
etched-plain-wind-gong,MI-G-ET-7C-14,false,ACTIVE,1618500,1245000,22500,20000,"",1,size=14 in;type=7 Chakras,4
etched-plain-wind-gong,MI-G-ET-7C-16,false,ACTIVE,2073500,1595000,28500,26500,"",1,size=16 in;type=7 Chakras,4
etched-plain-wind-gong,MI-G-ET-7C-18,false,ACTIVE,2463500,1895000,37500,32500,"",1,size=18 in;type=7 Chakras,4
etched-plain-wind-gong,MI-G-ET-7C-20,false,ACTIVE,3022500,2325000,41500,39500,"",1,size=20 in;type=7 Chakras,4
etched-plain-wind-gong,MI-G-ET-7C-22,false,ACTIVE,3599700,2769000,48500,43500,"",1,size=22 in;type=7 Chakras,4
etched-plain-wind-gong,MI-G-ET-7C-24,false,ACTIVE,4283500,3295000,52500,51500,"",1,size=24 in;type=7 Chakras,4
etched-plain-wind-gong,MI-G-ET-7C-26,false,ACTIVE,4933500,3795000,61500,58500,"",1,size=26 in;type=7 Chakras,4
etched-plain-wind-gong,MI-G-ET-7C-28,false,ACTIVE,5583500,4295000,67500,64500,"",1,size=28 in;type=7 Chakras,4
etched-plain-wind-gong,MI-G-ET-FOL1-14,false,ACTIVE,1618500,1245000,22500,20000,"",1,size=14 in;type=Flower of Life,4
etched-plain-wind-gong,MI-G-ET-FOL1-16,false,ACTIVE,2073500,1595000,28500,26500,"",1,size=16 in;type=Flower of Life,4
etched-plain-wind-gong,MI-G-ET-FOL1-18,false,ACTIVE,2463500,1895000,37500,32500,"",1,size=18 in;type=Flower of Life,4
etched-plain-wind-gong,MI-G-ET-FOL1-20,false,ACTIVE,3022500,2325000,41500,39500,"",1,size=20 in;type=Flower of Life,4
etched-plain-wind-gong,MI-G-ET-FOL1-22,false,ACTIVE,3599700,2769000,48500,43500,"",1,size=22 in;type=Flower of Life,4
etched-plain-wind-gong,MI-G-ET-FOL1-24,false,ACTIVE,4283500,3295000,52500,51500,"",1,size=24 in;type=Flower of Life,4
etched-plain-wind-gong,MI-G-ET-F-OM-14,false,ACTIVE,1618500,1245000,22500,20000,"",1,size=14 in;type=Om,4
etched-plain-wind-gong,MI-G-ET-F-OM-16,false,ACTIVE,2073500,1595000,28500,26500,"",1,size=16 in;type=Om,4
etched-plain-wind-gong,MI-G-ET-F-OM-18,false,ACTIVE,2463500,1895000,37500,32500,"",1,size=18 in;type=Om,4
etched-plain-wind-gong,MI-G-ET-F-OM-20,false,ACTIVE,3022500,2325000,41500,39500,"",1,size=20 in;type=Om,4
etched-plain-wind-gong,MI-G-ET-F-OM-22,false,ACTIVE,3599700,2769000,48500,43500,"",1,size=22 in;type=Om,4
etched-plain-wind-gong,MI-G-ET-F-OM-24,false,ACTIVE,4283500,3295000,52500,51500,"",1,size=24 in;type=Om,4
etched-plain-wind-gong,MI-G-ET-F-OM-26,false,ACTIVE,4933500,3795000,61500,58500,"",1,size=26 in;type=Om,4
etched-plain-wind-gong,MI-G-ET-F-OM-28,false,ACTIVE,5583500,4295000,67500,64500,"",1,size=28 in;type=Om,4
etched-plain-wind-gong,MI-G-ET-M-14,true,ACTIVE,1618500,1245000,22500,20000,"",1,size=14 in;type=Mandala,4
etched-plain-wind-gong,MI-G-ET-M-16,false,ACTIVE,2073500,1595000,28500,26500,"",1,size=16 in;type=Mandala,4
etched-plain-wind-gong,MI-G-ET-M-18,false,ACTIVE,2463500,1895000,37500,32500,"",1,size=18 in;type=Mandala,4
etched-plain-wind-gong,MI-G-ET-M-20,false,ACTIVE,3022500,2325000,41500,39500,"",1,size=20 in;type=Mandala,4
etched-plain-wind-gong,MI-G-ET-M-22,false,ACTIVE,3599700,2769000,48500,43500,"",1,size=22 in;type=Mandala,4
etched-plain-wind-gong,MI-G-ET-M-24,false,ACTIVE,4283500,3295000,52500,51500,"",1,size=24 in;type=Mandala,4
etched-plain-wind-gong,MI-G-ET-M-26,false,ACTIVE,4933500,3795000,61500,58500,"",1,size=26 in;type=Mandala,4
etched-plain-wind-gong,MI-G-ET-M-28,false,ACTIVE,5583500,4295000,67500,64500,"",1,size=28 in;type=Mandala,4
etched-plain-wind-gong,MI-G-ET-SC-14,false,ACTIVE,1618500,1245000,22500,20000,"",1,size=14 in;type=Shakti Chakra,4
etched-plain-wind-gong,MI-G-ET-SC-16,false,ACTIVE,2073500,1595000,28500,26500,"",1,size=16 in;type=Shakti Chakra,4
etched-plain-wind-gong,MI-G-ET-SC-18,false,ACTIVE,2463500,1895000,37500,32500,"",1,size=18 in;type=Shakti Chakra,4
etched-plain-wind-gong,MI-G-ET-SC-20,false,ACTIVE,3022500,2325000,41500,39500,"",1,size=20 in;type=Shakti Chakra,4
etched-plain-wind-gong,MI-G-ET-SC-22,false,ACTIVE,3599700,2769000,48500,43500,"",1,size=22 in;type=Shakti Chakra,4
etched-plain-wind-gong,MI-G-ET-SC-24,false,ACTIVE,4283500,3295000,52500,51500,"",1,size=24 in;type=Shakti Chakra,4
etched-plain-wind-gong,MI-G-ET-SC-26,false,ACTIVE,4933500,3795000,61500,58500,"",1,size=26 in;type=Shakti Chakra,4
etched-plain-wind-gong,MI-G-ET-SC-28,false,ACTIVE,5583500,4295000,67500,64500,"",1,size=28 in;type=Shakti Chakra,4
etched-plain-wind-gong,MI-SB-H-ET-DJ-14,false,ACTIVE,1618500,1245000,22500,20000,"",1,size=14 in;type=Dorje,4
etched-plain-wind-gong,MI-SB-H-ET-DJ-16,false,ACTIVE,2073500,1595000,28500,26500,"",1,size=16 in;type=Dorje,4
etched-plain-wind-gong,MI-SB-H-ET-DJ-18,false,ACTIVE,2463500,1895000,37500,32500,"",1,size=18 in;type=Dorje,4
etched-plain-wind-gong,MI-SB-H-ET-DJ-20,false,ACTIVE,3022500,2325000,41500,39500,"",1,size=20 in;type=Dorje,4
etched-plain-wind-gong,MI-SB-H-ET-DJ-22,false,ACTIVE,3599700,2769000,48500,43500,"",1,size=22 in;type=Dorje,4
etched-plain-wind-gong,MI-SB-H-ET-DJ-24,false,ACTIVE,4283500,3295000,52500,51500,"",1,size=24 in;type=Dorje,4
etched-plain-wind-gong,MI-SB-H-ET-DJ-26,false,ACTIVE,4933500,3795000,61500,58500,"",1,size=26 in;type=Dorje,4
etched-plain-wind-gong,MI-SB-H-ET-DJ-28,false,ACTIVE,5583500,4295000,67500,64500,"",1,size=28 in;type=Dorje,4
etched-plain-wind-gong,MI-SB-H-ET-TR-14,false,ACTIVE,1618500,1245000,22500,20000,"",1,size=14 in;type=Tara,4
etched-plain-wind-gong,MI-SB-H-ET-TR-16,false,ACTIVE,2073500,1595000,28500,26500,"",1,size=16 in;type=Tara,4
etched-plain-wind-gong,MI-SB-H-ET-TR-18,false,ACTIVE,2463500,1895000,37500,32500,"",1,size=18 in;type=Tara,4
etched-plain-wind-gong,MI-SB-H-ET-TR-20,false,ACTIVE,3022500,2325000,41500,39500,"",1,size=20 in;type=Tara,4
etched-plain-wind-gong,MI-SB-H-ET-TR-22,false,ACTIVE,3599700,2769000,48500,43500,"",1,size=22 in;type=Tara,4
etched-plain-wind-gong,MI-SB-H-ET-TR-24,false,ACTIVE,4283500,3295000,52500,51500,"",1,size=24 in;type=Tara,4
etched-plain-wind-gong,MI-SB-H-ET-TR-26,false,ACTIVE,4933500,3795000,61500,58500,"",1,size=26 in;type=Tara,4
etched-plain-wind-gong,MI-SB-H-ET-TR-28,false,ACTIVE,5583500,4295000,67500,64500,"",1,size=28 in;type=Tara,4
etched-plain-wind-gong,MI-SB-H-ET-TR-30,false,ACTIVE,4933500,3795000,61500,58500,"",0,size=26 in;type=Flower of Life,4
etched-plain-wind-gong,MI-SB-H-ET-TR-32,false,ACTIVE,5583500,4295000,67500,64500,"",0,size=28 in;type=Flower of Life,4
etched-plain-wind-gong,MI-SB-H-ET-TR-34,false,ACTIVE,1527500,1175000,22500,18500,"",0,size=14 in;type=Flower of Life-Center,4
etched-plain-wind-gong,MI-SB-H-ET-TR-36,false,ACTIVE,1943500,1495000,28500,24500,"",0,size=16 in;type=Flower of Life-Center,4
etched-plain-wind-gong,MI-SB-H-ET-TR-38,false,ACTIVE,2320500,1785000,37500,30000,"",0,size=18 in;type=Flower of Life-Center,4
etched-plain-wind-gong,MI-SB-H-ET-TR-40,false,ACTIVE,2853500,2195000,41500,36500,"",0,size=20 in;type=Flower of Life-Center,4
etched-plain-wind-gong,MI-SB-H-ET-TR-42,false,ACTIVE,3373500,2595000,48500,40000,"",0,size=22 in;type=Flower of Life-Center,4
etched-plain-wind-gong,MI-SB-H-ET-TR-44,false,ACTIVE,3893500,2995000,52500,47500,"",0,size=24 in;type=Flower of Life-Center,4
etched-plain-wind-gong,MI-SB-H-ET-TR-46,false,ACTIVE,4543500,3495000,61500,54500,"",0,size=26 in;type=Flower of Life-Center,4
etched-plain-wind-gong,MI-SB-H-ET-TR-48,false,ACTIVE,5063500,3895000,67500,59500,"",0,size=28 in;type=Flower of Life-Center,4
event-checkout-antar-mauna-a-new-moon-sonic-journey,EVENT-ANTAR-MAUNA-A-NEW-MOON-SONIC-JOURNEY,true,ACTIVE,149900,149900,"","","",0,"",0
event-checkout-drum-circle-with-arjun-xenkat,EVENT-DRUM-CIRCLE-WITH-ARJUN-XENKAT,true,ACTIVE,79900,79900,"","","",0,"",0
event-checkout-immersive-sound-bath-experience-with-yoganidra,EVENT-IMMERSIVE-SOUND-BATH-EXPERIENCE-WITH,true,ACTIVE,99900,99900,"","","",0,"",0
event-checkout-purnimaya,EVENT-PURNIMAYA,true,ACTIVE,99900,99900,"","","",0,"",0
event-checkout-shamanic-breathwork,EVENT-SHAMANIC-BREATHWORK,true,ACTIVE,210000,210000,"","","",0,"",0
event-checkout-sonic-exploration,EVENT-SONIC-EXPLORATION,true,ACTIVE,79900,79900,"","","",0,"",0
event-checkout-the-hum,EVENT-THE-HUM,true,ACTIVE,75000,75000,"","","",0,"",0
extra-large-meridian-singing-bowls,Mi-SB-MD-E-18,false,ACTIVE,7150000,6850000,89500,79500,"",0,size=18 in;type=Etched,4
extra-large-meridian-singing-bowls,Mi-SB-MD-E-20,false,ACTIVE,8350000,7950000,99500,89500,"",0,size=20 in;type=Etched,4
extra-large-meridian-singing-bowls,Mi-SB-MD-E-22,false,ACTIVE,10500000,9750000,129500,119500,"",1,size=22 in;type=Etched,4
extra-large-meridian-singing-bowls,Mi-SB-MD-E-24,false,ACTIVE,13250000,12950000,159500,149500,"",1,size=24 in;type=Etched,4
extra-large-meridian-singing-bowls,Mi-SB-MD-E-26,false,ACTIVE,11750000,11450000,144500,134500,"",1,size=23 In;type=Etched,4
extra-large-meridian-singing-bowls,Mi-SB-MD-P-18,false,ACTIVE,5650000,5350000,79500,69500,"",0,size=18 in;type=Plain,4
extra-large-meridian-singing-bowls,Mi-SB-MD-P-20,false,ACTIVE,6850000,6550000,89500,79500,"",0,size=20 in;type=Plain,4
extra-large-meridian-singing-bowls,Mi-SB-MD-P-22,true,ACTIVE,8250000,7950000,104500,94500,"",1,size=22 in;type=Plain,4
extra-large-meridian-singing-bowls,Mi-SB-MD-P-24,false,ACTIVE,11750000,11450000,144500,134500,"",1,size=24 in;type=Plain,4
extra-large-meridian-singing-bowls,Mi-SB-MD-P-26,false,ACTIVE,10450000,9950000,"","","",1,size=23 In;type=Plain,4
eye-pillow,eye-pillow-v1,true,ACTIVE,20000,18000,1000,800,"",0,"",4
eye-shaped-natural-lavender-scented-eye-pillows,Yo-P-E-DG-1,false,ACTIVE,52500,39500,690,620,"",1,colour=Dark Grey,4
eye-shaped-natural-lavender-scented-eye-pillows,Yo-P-E-GY-1,false,ACTIVE,52500,39500,690,620,"",1,colour=Grey,4
eye-shaped-natural-lavender-scented-eye-pillows,Yo-P-E-NB-1,false,ACTIVE,52500,39500,690,620,"",1,colour=Navy Blue,4
eye-shaped-natural-lavender-scented-eye-pillows,Yo-P-E-RE-1,true,ACTIVE,52500,39500,690,620,"",1,colour=Rose,4
eye-shaped-natural-lavender-scented-eye-pillows,Yo-P-E-SE-1,false,ACTIVE,52500,39500,690,620,"",1,colour=Sage,4
flower-of-life-with-sacred-symbols-singing-bowls,MI-SB-RFL-B-10.5,false,ACTIVE,284700,219000,3900,3450,"",1,color=Blue;size=10.5 in,4
flower-of-life-with-sacred-symbols-singing-bowls,MI-SB-RFL-B-8,true,ACTIVE,201500,155000,3000,2650,"",1,color=Blue;size=8 in,4
flower-of-life-with-sacred-symbols-singing-bowls,MI-SB-RFL-B-9,false,ACTIVE,227500,175000,3300,2950,"",1,color=Blue;size=9 in,4
flower-of-life-with-sacred-symbols-singing-bowls,MI-SB-RFL-BR-10.5,false,ACTIVE,284700,219000,3900,3450,"",1,color=Brown;size=10.5 in,4
flower-of-life-with-sacred-symbols-singing-bowls,MI-SB-RFL-BR-8,false,ACTIVE,201500,155000,3000,2650,"",1,color=Brown;size=8 in,4
flower-of-life-with-sacred-symbols-singing-bowls,MI-SB-RFL-BR-9,false,ACTIVE,227500,175000,3300,2950,"",1,color=Brown;size=9 in,4
flower-of-life-with-sacred-symbols-singing-bowls,MI-SB-RFL-G-10.5,false,ACTIVE,284700,219000,3900,3450,"",1,color=Green;size=10.5 in,4
flower-of-life-with-sacred-symbols-singing-bowls,MI-SB-RFL-G-8,false,ACTIVE,201500,155000,3000,2650,"",1,color=Green;size=8 in,4
flower-of-life-with-sacred-symbols-singing-bowls,MI-SB-RFL-G-9,false,ACTIVE,227500,175000,3300,2950,"",1,color=Green;size=9 in,4
flower-of-life-with-sacred-symbols-singing-bowls,MI-SB-RFL-O-10.5,false,ACTIVE,284700,219000,3900,3450,"",1,color=Olive green;size=10.5 in,4
flower-of-life-with-sacred-symbols-singing-bowls,MI-SB-RFL-O-8,false,ACTIVE,201500,155000,3000,2650,"",1,color=Olive green;size=8 in,4
flower-of-life-with-sacred-symbols-singing-bowls,MI-SB-RFL-O-9,false,ACTIVE,227500,175000,3300,2950,"",1,color=Olive green;size=9 in,4
full-moon-singing-bowls-all-sizes,MI-SB-H-FM-10,false,ACTIVE,1345000,1245000,16000,15000,"",1,size=10 inches,4
full-moon-singing-bowls-all-sizes,MI-SB-H-FM-11,false,ACTIVE,1475000,1375000,17500,16500,"",1,size=11 Inches,4
full-moon-singing-bowls-all-sizes,MI-SB-H-FM-12,false,ACTIVE,1585000,1485000,19000,18000,"",1,size=12 inches,4
full-moon-singing-bowls-all-sizes,MI-SB-H-FM-13,false,ACTIVE,1695000,1595000,20000,19000,"",1,size=13 Inches,4
full-moon-singing-bowls-all-sizes,MI-SB-H-FM-5,true,ACTIVE,795000,695000,10000,9000,"",1,size=5 Inches,4
full-moon-singing-bowls-all-sizes,MI-SB-H-FM-6,false,ACTIVE,895000,795000,11000,10000,"",1,size=6 inches,4
full-moon-singing-bowls-all-sizes,MI-SB-H-FM-7,false,ACTIVE,995000,895000,12000,11000,"",1,size=7 Inches,4
full-moon-singing-bowls-all-sizes,MI-SB-H-FM-8,false,ACTIVE,1125000,1025000,14000,13000,"",1,size=8 inches,4
full-moon-singing-bowls-all-sizes,MI-SB-H-FM-9,false,ACTIVE,1225000,1125000,15000,14000,"",1,size=9 Inches,4
gong-bags,MI-Gg-Bag-L,false,ACTIVE,275000,235000,3750,2750,"",1,type=Large,4
gong-bags,MI-Gg-Bag-S,true,ACTIVE,250000,195000,3250,2250,"",1,type=Standard,4
gong-stand,MI-GS-L-D,false,ACTIVE,900000,845000,12000,10500,"",0,color=Dark;size=Large,4
gong-stand,MI-GS-L-L,false,ACTIVE,900000,845000,"","","",0,color=Light;size=Large,4
gong-stand,MI-GS-L-M,false,ACTIVE,785000,745000,11500,9500,"",0,color=Light;size=Medium,4
gong-stand,MI-GS-L-S,true,ACTIVE,700000,685000,10000,8500,"",0,color=Light;size=Small,4
gong-stand,MI-GS-M-D,false,ACTIVE,785000,745000,11500,9500,"",0,color=Dark;size=Medium,4
gong-stand,MI-GS-S-D,false,ACTIVE,700000,685000,10000,8500,"",0,color=Dark;size=Small,4
gong-stand,MI-GS-XL-D,false,ACTIVE,1000000,900000,20000,18000,"",0,color=Dark;size=Extra Large,4
gong-stand,MI-GS-XL-L,false,ACTIVE,1000000,900000,20000,18000,"",0,color=Light;size=Extra Large,4
grooved-hammered-plain-copper-bottle,CB-CDG,false,ACTIVE,142900,109900,1930,1720,"",1,cleaning-brush=Without Brush;colour=Gold;types=Diamond Groove,4
grooved-hammered-plain-copper-bottle,CB-CDG-B,false,ACTIVE,155900,119900,2100,1880,"",1,cleaning-brush=With Brush;colour=Gold;types=Diamond Groove,4
grooved-hammered-plain-copper-bottle,CB-CP,false,ACTIVE,142900,109900,1930,1720,"",1,cleaning-brush=Without Brush;colour=Gold;types=Curved,4
grooved-hammered-plain-copper-bottle,CB-CP-B,true,ACTIVE,155900,119900,2100,1880,"",1,cleaning-brush=With Brush;colour=Gold;types=Curved,4
grooved-hammered-plain-copper-bottle,CB-CPH,false,ACTIVE,142900,109900,1930,1720,"",1,cleaning-brush=Without Brush;colour=Gold;types=Hammered,4
grooved-hammered-plain-copper-bottle,CB-CPH-B,false,ACTIVE,155900,119900,2100,1880,"",1,cleaning-brush=With Brush;colour=Gold;types=Hammered,4
grooved-hammered-plain-copper-bottle,CB-CV,false,ACTIVE,142900,109900,1930,1720,"",1,cleaning-brush=Without Brush;colour=Vintage;types=Curved,4
grooved-hammered-plain-copper-bottle,CB-CV-B,false,ACTIVE,155900,119900,2100,1880,"",1,cleaning-brush=Without Brush;colour=Vintage;types=Curved,4
grooved-hammered-plain-copper-bottle,CB-CVDG,false,ACTIVE,142900,109900,1930,1720,"",1,cleaning-brush=Without Brush;colour=Vintage;types=Diamond Groove,4
grooved-hammered-plain-copper-bottle,CB-CVDG-B,false,ACTIVE,155900,119900,2100,1880,"",1,cleaning-brush=With Brush;colour=Vintage;types=Diamond Groove,4
grooved-hammered-plain-copper-bottle,CB-CVH,false,ACTIVE,142900,109900,1930,1720,"",1,cleaning-brush=Without Brush;colour=Vintage;types=Curved Hammered,4
grooved-hammered-plain-copper-bottle,CB-CVH-B,false,ACTIVE,155900,119900,2100,1880,"",1,cleaning-brush=With Brush;colour=Vintage;types=Curved Hammered,4
handcrafted-set-of-7-bowls-for-sound-therapy,MI-SB-7C Set-L-EC,false,ACTIVE,10450000,9650000,139900,129900,"",1,size=Large-Octave 2;type=Chakra Etching,4
handcrafted-set-of-7-bowls-for-sound-therapy,MI-SB-7C Set-L-FM,true,ACTIVE,9950000,9250000,129900,119900,"",1,size=Large-Octave 2;type=Full Moon,4
handcrafted-set-of-7-bowls-for-sound-therapy,MI-SB-7C Set-L-M,false,ACTIVE,8950000,8250000,119900,109900,"",1,size=Large-Octave 2;type=Matte,4
