id,slug,name,type,sku,parent,has_options,prices_currency,variation_count,image_count,short_desc_len,desc_len,permalink
45668,ceg-crystal-singing-bowl-set,Triad Crystal Bowl Set,variable,,0,True,INR,3,4,979,979,https://sarveda.com/store/sound-musical-instruments/crystal-bowls/ceg-crystal-singing-bowl-set/
45661,crystal-bowl-with-handle,Crystal Bowl with Handle,simple,,0,False,INR,0,6,567,567,https://sarveda.com/store/sound-musical-instruments/crystal-bowls/crystal-bowl-with-handle/
45654,crystal-pyramid,Crystal Pyramid,variable,,0,True,INR,2,6,412,425,https://sarveda.com/store/sound-musical-instruments/crystal-bowls/crystal-pyramid/
45533,conscious-cards,Conscious Cards,simple,,0,False,INR,0,10,1139,1139,https://sarveda.com/store/eco-living-sustainable/gift-sets/conscious-cards/
45518,the-head-bowl,The Head Bowl,simple,,0,False,INR,0,2,1706,1706,https://sarveda.com/store/sound-musical-instruments/singing-bowls-bells/the-head-bowl/
45485,shruthi-thali-gong-plates,Shruthi Thali/Gong Plates,variable,,0,True,INR,8,1,1089,1089,https://sarveda.com/store/sound-musical-instruments/gongs-musical-instruments/shruthi-thali-gong-plates/
45477,third-eye-chakra-singing-bowl,Third Eye Chakra Singing Bowl,simple,,0,False,INR,0,4,1075,1075,https://sarveda.com/store/sound-musical-instruments/singing-bowls-bells/third-eye-chakra-singing-bowl/
45473,sacred-heart-chakra-singing-bowl,Heart Chakra Singing Bowl,simple,,0,False,INR,0,4,1088,1271,https://sarveda.com/store/sound-musical-instruments/singing-bowls-bells/sacred-heart-chakra-singing-bowl/
45469,sacred-root-chakra-singing-bowl,Root Chakra Singing Bowl,simple,,0,False,INR,0,4,1217,1217,https://sarveda.com/store/sound-musical-instruments/singing-bowls-bells/sacred-root-chakra-singing-bowl/
45449,shankh-conch,Shankh/Conch,variable,,0,True,INR,3,1,615,615,https://sarveda.com/store/sound-musical-instruments/indian-classical/shankh-conch/
45384,box-tanpura,Box Tanpura,variable,,0,True,INR,2,5,1398,1239,https://sarveda.com/store/sound-musical-instruments/indian-classical/box-tanpura/
45289,gong-stand,Gong Stand,variable,,0,True,INR,8,1,612,612,https://sarveda.com/store/sound-musical-instruments/accessories/gong-stand/
45334,the-essential-set,"The Four Bowl Set &#8211; Root, Heart, Third Eye and Universal",simple,,0,False,INR,0,4,504,504,https://sarveda.com/store/sound-musical-instruments/singing-bowls-bells/the-essential-set/
45327,the-beginner-set,"The Three Bowl Set &#8211; Root, Heart and Third Eye",simple,,0,False,INR,0,4,506,506,https://sarveda.com/store/sound-musical-instruments/singing-bowls-bells/the-beginner-set/
45197,kenari-chimes,Kenari Chimes &#8211; Small &#038; Large,variable,MI-KR-CH-168,0,True,INR,2,6,632,632,https://sarveda.com/store/sound-musical-instruments/chimes/kenari-chimes/
45194,koshi-chimes,Elemental Chimes,simple,MI-Ch-KS,0,False,INR,0,3,527,525,https://sarveda.com/store/sound-musical-instruments/chimes/koshi-chimes/
45152,gong-bags,Gong Bags,variable,,0,True,INR,2,1,360,360,https://sarveda.com/store/sound-musical-instruments/accessories/gong-bags/
45127,singing-bowl-bags,Singing Bowl Bags,variable,,0,True,INR,3,1,479,479,https://sarveda.com/store/sound-musical-instruments/singing-bowls-bells/singing-bowl-bags/
45131,shamanic-drum-bags-ocean-drum-bags,Shamanic Drum Bags/Ocean Drum Bags,variable,,0,True,INR,3,1,475,375,https://sarveda.com/store/sound-musical-instruments/accessories/shamanic-drum-bags-ocean-drum-bags/
45113,hanging-bowls-zen-drops,Hanging Bowls/Zen Drops,variable,,0,True,INR,1,1,591,429,https://sarveda.com/store/sound-musical-instruments/singing-bowls-bells/hanging-bowls-zen-drops/
44972,harmonium,Harmonium,variable,,0,True,INR,2,1,533,533,https://sarveda.com/store/sound-musical-instruments/indian-classical/harmonium/
44970,shruti-box,Shruti Box,variable,,0,True,INR,3,9,350,350,https://sarveda.com/store/sound-musical-instruments/indian-classical/shruti-box/
44969,djembe-drums,Djembe Drums,variable,,0,True,INR,8,2,505,634,https://sarveda.com/store/sound-musical-instruments/percussion/djembe-drums/
44503,7-chakras-copper-water-bottles-with-handle,7 Chakras Copper Water Bottles with Handle,variable,,0,True,INR,4,11,695,0,https://sarveda.com/store/yoga-and-meditation/bottles-accessories/7-chakras-copper-water-bottles-with-handle/
43286,handmade-extra-large-meridian-singing-bowls,Extra Large Meridian Singing Bowls,variable,,0,True,INR,10,5,872,109,https://sarveda.com/store/sound-musical-instruments/singing-bowls-bells/handmade-extra-large-meridian-singing-bowls/
